"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
12170,"Mystic Heroes","PS2",2002,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06
12171,"From The Abyss","DS",2008,"Role-Playing","Nobilis",0.06,0,0,0,0.06
12172,"The Amazing Spider-Man 2 (2014)","3DS",2014,"Action","Activision",0.03,0.03,0,0,0.06
12173,"Tron 2.0: Killer App","GBA",2004,"Action","Disney Interactive Studios",0.04,0.02,0,0,0.06
12174,"Samurai Shodown Anthology","Wii",2008,"Fighting","Ignition Entertainment",0.06,0,0,0,0.06
12175,"Mega Minis Volume 3","PSP",2011,"Misc","Sony Computer Entertainment",0,0.05,0,0.02,0.06
12176,"Jurassic Park III: Park Builder","GBA",2001,"Simulation","Konami Digital Entertainment",0.04,0.02,0,0,0.06
12177,"Mario vs. Donkey Kong: Tipping Stars","3DS",2015,"Puzzle","Nintendo",0,0,0.06,0,0.06
12178,"Unchained Blades","PSP",2011,"Role-Playing","FuRyu",0,0,0.06,0,0.06
12179,"Rurouni Kenshin: Meiji Kenkaku Romantan Saisen","PSP",2011,"Fighting","Namco Bandai Games",0,0,0.06,0,0.06
12180,"Di-Gata Defenders","DS",2008,"Role-Playing","Game Factory",0.06,0,0,0,0.06
12181,"Star Trek: Tactical Assault","DS",2006,"Strategy","Ubisoft",0.05,0.01,0,0,0.06
12182,"Code Geass: Hangyaku no Lelouch - Lost Colors","PS2",2008,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12183,"Warhammer: Battle For Atluma","PSP",2006,"Action","Namco Bandai Games",0.05,0,0,0.01,0.06
12184,"Sudoku Ball Detective","DS",2009,"Puzzle","Playlogic Game Factory",0.06,0,0,0,0.06
12185,"LEGO Bionicle","GBA",2001,"Platform","LEGO Media",0.04,0.02,0,0,0.06
12186,"Power Shovel","PS",2000,"Action","JVC",0.03,0.02,0,0,0.06
12187,"Blur","PC",2010,"Racing","Activision",0.01,0.04,0,0.01,0.06
12188,"Generator Rex: Agent of Providence","X360",2011,"Action","Activision",0.05,0.01,0,0,0.06
12189,"A llI S.V.: A Ressha de Gyoukou 3 Super Version","SNES",1995,"Simulation","Pack-In-Video",0,0,0.06,0,0.06
12190,"Spy Games: Elevator Mission","Wii",2007,"Shooter","Tommo",0.06,0,0,0,0.06
12191,"Strike Force Bowling","GC",2005,"Sports","Crave Entertainment",0.05,0.01,0,0,0.06
12192,"Song of the Deep","PS4",2016,"Action","Insomniac Games",0.05,0,0,0.01,0.06
12193,"Earth Defense Force 2017 Portable","PSV",2012,"Action","D3Publisher",0,0,0.06,0,0.06
12194,"Atelier Iris 2: The Azoth Of Destiny","PS2",2005,"Role-Playing","Tecmo Koei",0.03,0.02,0,0.01,0.06
12195,"There","PS",2002,"Simulation","Infogrames",0.03,0.02,0,0,0.06
12196,"Atari's Greatest Hits: Volume 2","DS",2011,"Misc","Atari",0.06,0,0,0,0.06
12197,"Chuck E. Cheese's Playhouse","DS",2010,"Misc","UFO Interactive",0.06,0,0,0,0.06
12198,"Tokimeki no Houkago","PS",1998,"Misc","Konami Digital Entertainment",0,0,0.06,0,0.06
12199,"Championship Surfer","PS",2000,"Sports","Mattel Interactive",0.03,0.02,0,0,0.06
12200,"Unreal Tournament III","PC",2007,"Shooter","Midway Games",0,0.05,0,0.01,0.06
12201,"Monster Garage","XB",2004,"Strategy","Activision Value",0.05,0.01,0,0,0.06
12202,"Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","WiiU",2015,"Misc","Namco Bandai Games",0,0,0.06,0,0.06
12203,"The Next BIG Thing","PC",2011,"Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06
12204,"Tecmo Classic Arcade","XB",2005,"Misc","Microsoft Game Studios",0.05,0.01,0,0,0.06
12205,"2 Games in 1: Sonic Pinball Party & Columns Crown","GBA",2005,"Misc","Sega",0.04,0.02,0,0,0.06
12206,"Valentino Rossi: The Game","PS4",2016,"Racing","Namco Bandai Games",0.01,0.05,0,0.01,0.06
12207,"Monkey Island: Special Edition Collection","X360",2011,"Adventure","Activision",0,0.05,0,0.01,0.06
12208,"Mad Maestro!","PS2",2001,"Misc","Eidos Interactive",0.03,0.02,0,0.01,0.06
12209,"A-Train: City Simulator","3DS",2014,"Simulation","ArtDink",0,0,0.06,0,0.06
12210,"Densha De Go! 3 Tsuukinhen","PS2",2001,"Simulation","Taito",0,0,0.06,0,0.06
12211,"Biker Mice From Mars","PS2",2006,"Racing","Game Factory",0.03,0.02,0,0.01,0.06
12212,"Call of Duty 2","PC",2005,"Shooter","Activision",0,0.05,0,0.01,0.06
12213,"Paws & Claws: Pampered Pets 2","DS",2011,"Simulation","THQ",0.06,0,0,0,0.06
12214,"Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable","PSP",2006,"Misc","Daito",0,0,0.06,0,0.06
12215,"SpongeBob SquarePants: Plankton's Robotic Revenge","3DS",2013,"Shooter","Activision",0,0.06,0,0,0.06
12216,"Pro Evolution Soccer 2017","PS3",2016,"Sports","Konami Digital Entertainment",0,0.01,0.04,0,0.06
12217,"Giants: Citizen Kabuto","PS2",2001,"Shooter","Interplay",0.03,0.02,0,0.01,0.06
12218,"Steins;Gate","X360",2009,"Adventure","5pb",0,0,0.06,0,0.06
12219,"A New Beginning","PC",2010,"Adventure","Deep Silver",0,0.05,0,0.01,0.06
12220,"MotoGP 10/11","X360",2011,"Racing","Capcom",0,0.05,0,0.01,0.06
12221,"Alone in the Dark","PS2",2008,"Adventure","Atari",0.03,0.02,0,0.01,0.06
12222,"Guilty Gear XX Accent Core Plus","PS2",2008,"Fighting","PQube",0.03,0.02,0,0.01,0.06
12223,"Muppets Party Cruise","PS2",2003,"Misc","TDK Mediactive",0.03,0.02,0,0.01,0.06
12224,"Higurashi Daybreak Portable","PSP",2008,"Adventure","Alchemist",0,0,0.06,0,0.06
12225,"Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!","3DS",2014,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12226,"Shonen Jump's One Piece: Grand Battle","GC",2005,"Fighting","Namco Bandai Games",0.05,0.01,0,0,0.06
12227,"Barbie Horse Adventures: Wild Horse Rescue","XB",2003,"Sports","Vivendi Games",0.05,0.01,0,0,0.06
12228,"Winx Club: Quest for the Codex","DS",2006,"Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06
12229,"Blast Lacrosse","PS",2001,"Sports","Acclaim Entertainment",0.03,0.02,0,0,0.06
12230,"Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0,0.01,0.06
12231,"DreamWorks Super Star Kartz","X360",2011,"Racing","Activision",0.05,0.01,0,0,0.06
12232,"Arkanoid DS","DS",2007,"Puzzle","Square Enix",0.06,0,0,0,0.06
12233,"Kikou Heidan J-Phoenix","PS2",2001,"Action","Takara",0,0,0.06,0,0.06
12234,"Backyard NFL Football '10","PS2",2009,"Sports","Atari",0.03,0.02,0,0.01,0.06
12235,"Barbie and Her Sisters Puppy Rescue","Wii",2015,"Action","Namco Bandai Games",0,0.06,0,0,0.06
12236,"Zero Escape: Zero Time Dilemma","3DS",2016,"Adventure","Aksys Games",0.04,0,0.01,0.01,0.06
12237,"Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf","GBA",2005,"Action","Konami Digital Entertainment",0.04,0.02,0,0,0.06
12238,"Bubble Bobble: Old & New","GBA",2002,"Puzzle","Empire Interactive",0.04,0.02,0,0,0.06
12239,"Puzzler Collection","Wii",2008,"Puzzle","Ubisoft",0.05,0.01,0,0,0.06
12240,"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii",2010,"Fighting","Takara Tomy",0,0,0.06,0,0.06
12241,"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3",2012,"Action","Sega",0,0,0.06,0,0.06
12242,"Akai Katana Shin","X360",2011,"Shooter","Cave",0.04,0,0.01,0,0.06
12243,"Kekkon: Marriage","SAT",1995,"Adventure","Shogakukan",0,0,0.06,0,0.06
12244,"Terraria","PS4",2014,"Action","505 Games",0,0.05,0.01,0.01,0.06
12245,"Nicola Kanshuu: Model * Oshare Audition 2","3DS",2011,"Action","Alchemist",0,0,0.06,0,0.06
12246,"KimiKiss","PS2",2006,"Adventure","Enterbrain",0,0,0.06,0,0.06
12247,"Cold Fear","XB",2005,"Action","Ubisoft",0.05,0.01,0,0,0.06
12248,"World Cup of Pool","DS",2009,"Sports","Midas Interactive Entertainment",0.06,0,0,0,0.06
12249,"Chevrolet Camaro: Wild Ride","Wii",2010,"Racing","Storm City Games",0.06,0,0,0,0.06
12250,"Imagine: Cheerleader","DS",2009,"Simulation","Ubisoft",0.06,0,0,0,0.06
12251,"Risen 3: Titan Lords","PS4",2015,"Role-Playing","Deep Silver",0,0.05,0,0.01,0.06
12252,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki","PSP",2010,"Misc","D3Publisher",0,0,0.06,0,0.06
12253,"Busy Scissors","DS",2010,"Simulation","Little Orbit",0.06,0,0,0,0.06
12254,"Zero Escape: Zero Time Dilemma","PSV",2016,"Adventure","Aksys Games",0.03,0,0.02,0.01,0.06
12255,"Shining Force Feather","DS",2009,"Strategy","Sega",0,0,0.06,0,0.06
12256,"S.T.A.L.K.E.R.: Call of Pripyat","PC",2009,"Shooter","Namco Bandai Games",0,0.05,0,0.01,0.06
12257,"Champion Jockey: G1 Jockey & Gallop Racer","X360",2011,"Sports","Tecmo Koei",0,0.05,0,0.01,0.06
12258,"Disney's Kim Possible: Global Gemini","DS",2007,"Platform","Disney Interactive Studios",0.05,0.01,0,0,0.06
12259,"Big Bang Mini","DS",2009,"Shooter","SouthPeak Games",0.05,0,0,0,0.06
12260,"Cocoto Kart Racer","Wii",2008,"Racing","Conspiracy Entertainment",0.06,0,0,0,0.06
12261,"Mobile Suit Gundam 00: Gundam Meisters","PS2",2008,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12262,"Call of Cthulhu: Dark Corners of the Earth","XB",2005,"Adventure","Take-Two Interactive",0.05,0.01,0,0,0.06
12263,"The Great Escape","XB",2003,"Action","SCi",0.05,0.01,0,0,0.06
12264,"Coded Arms: Contagion","PSP",2007,"Shooter","Konami Digital Entertainment",0.05,0,0,0.01,0.06
12265,"X-Men: Destiny","DS",2011,"Action","Activision",0.05,0.01,0,0,0.06
12266,"Metal Gear Solid: Social Ops","PS2",2002,"Action","Konami Digital Entertainment",0.03,0.02,0,0.01,0.06
12267,"Minna no DS Seminar: Kanpeki Eitango Ryoku","DS",2006,"Misc","TDK Core",0,0,0.06,0,0.06
12268,"Kurupoto Cool Cool Stars","DS",2007,"Action","Starfish",0.06,0,0,0,0.06
12269,"The Witcher","PC",2007,"Role-Playing","Atari",0,0.05,0,0.01,0.06
12270,"PenPen TriIceLon","DC",1998,"Racing","Infogrames",0,0,0.06,0,0.06
12271,"Kirarin * Revolution: Minna de Odorou Furi Furi Debut!","DS",2008,"Simulation","Konami Digital Entertainment",0,0,0.06,0,0.06
12272,"Grey's Anatomy: The Video Game","Wii",2009,"Adventure","Ubisoft",0.05,0.01,0,0,0.06
12273,"Salt Lake 2002","GBA",2002,"Sports","Ubisoft",0.04,0.02,0,0,0.06
12274,"Dreamer Series: Zoo Keeper","DS",2010,"Simulation","DreamCatcher Interactive",0.06,0,0,0,0.06
12275,"Warriors of the Lost Empire","PSP",2007,"Role-Playing","Mercury Games",0.05,0,0,0.01,0.06
12276,"Vexx","GC",2003,"Platform","Acclaim Entertainment",0.05,0.01,0,0,0.06
12277,"Crazy Chicken Tales","Wii",2009,"Action","Conspiracy Entertainment",0.06,0,0,0,0.06
12278,"Super Robot Wars OG Saga Masou Kishin F: Coffin of the End","PS3",2014,"Strategy","Namco Bandai Games",0,0,0.06,0,0.06
12279,"Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e","PSP",2010,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12280,"Batman: Rise of Sin Tzu","GC",2003,"Action","Ubisoft",0.05,0.01,0,0,0.06
12281,"Sacred 2: Fallen Angel","PC",2008,"Role-Playing","Ascaron Entertainment GmbH",0,0.05,0,0.01,0.06
12282,"Winter Sports 2: The Next Challenge","DS",2008,"Sports","RTL",0.04,0.02,0,0.01,0.06
12283,"Dead Rising 2: Off the Record","PC",2011,"Action","Capcom",0.04,0.02,0,0.01,0.06
12284,"World Series of Poker 2008: Battle for the Bracelets","DS",2007,"Misc","Activision",0.05,0,0,0,0.06
12285,"Playmobil Knights","DS",2009,"Action","Mindscape",0.04,0.01,0,0,0.06
12286,"Disney Sports Skateboarding","GC",2002,"Sports","Konami Digital Entertainment",0.05,0.01,0,0,0.06
12287,"DropCast","DS",2008,"Puzzle","THQ",0.06,0,0,0,0.06
12288,"Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!","3DS",2014,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12289,"Inversion","X360",2012,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12290,"Summon Night 2","DS",2008,"Role-Playing","Namco Bandai Games",0,0,0.06,0,0.06
12291,"Odin Sphere: Leifthrasir","PS3",2016,"Role-Playing","Nippon Ichi Software",0.01,0.02,0.03,0.01,0.06
12292,"Pro Evolution Soccer 2012","PS2",2011,"Action","Konami Digital Entertainment",0,0,0.06,0,0.06
12293,"Terminator 3: The Redemption","XB",2004,"Shooter","Atari",0.05,0.01,0,0,0.06
12294,"Alvin and the Chipmunks","Wii",2007,"Misc","Eidos Interactive",0.05,0,0,0,0.06
12295,"EverQuest II: Destiny of Velious","PC",2011,"Role-Playing","Sony Online Entertainment",0.06,0,0,0,0.06
12296,"Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen","PSP",2012,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12297,"Neon Genesis Evangelion","N64",1999,"Adventure","Namco Bandai Games",0,0,0.06,0,0.06
12298,"Serious Sam II","XB",2005,"Shooter","Take-Two Interactive",0.05,0.01,0,0,0.06
12299,"Remember Me","PC",2013,"Action","Capcom",0,0.05,0,0.01,0.06
12300,"ICO","PS3",2011,"Action","Sony Computer Entertainment",0,0,0.06,0,0.06
12301,"Flipnic: Ultimate Pinball","PS2",2003,"Misc","Ubisoft",0.03,0.02,0,0.01,0.06
12302,"Eigo de Tabisuru: Little Charo","DS",2011,"Misc","Nintendo",0,0,0.06,0,0.06
12303,"NBA Hangtime","PS",1996,"Sports","Midway Games",0.03,0.02,0,0,0.06
12304,"Cabela's Big Game Hunter (2008)","X360",2007,"Sports","Activision Value",0.06,0,0,0,0.06
12305,"My Fitness Coach: Club","Wii",2011,"Sports","Ubisoft",0,0.05,0,0.01,0.06
12306,"D.C. II P.S.: Da Capo II Plus Situation","PS2",2008,"Adventure","Kadokawa Shoten",0,0,0.06,0,0.06
12307,"Top Gear Hyper-Bike","N64",1999,"Racing","Kemco",0.05,0.01,0,0,0.06
12308,"Brunswick Circuit Pro Bowling","N64",1999,"Sports","THQ",0.05,0.01,0,0,0.06
12309,"Olympic Hockey 98","N64",1998,"Sports","GT Interactive",0.05,0.01,0,0,0.06
12310,"CyberTiger","N64",2000,"Sports","Electronic Arts",0.05,0.01,0,0,0.06
12311,"Penny Racers","N64",1998,"Racing","THQ",0.05,0.01,0,0,0.06
12312,"S.C.A.R.S","N64",1998,"Racing","Ubisoft",0.05,0.01,0,0,0.06
12313,"Virtual Chess 64","N64",1998,"Misc","Titus",0.05,0.01,0,0,0.06
12314,"Marvel Super Heroes","SAT",1997,"Fighting","Capcom",0,0,0.06,0,0.06
12315,"Mike Piazza's Strike Zone","N64",1998,"Sports","GT Interactive",0.05,0.01,0,0,0.06
12316,"Bust-A-Move '99","N64",1998,"Puzzle","Acclaim Entertainment",0.05,0.01,0,0,0.06
12317,"Star Soldier: Vanishing Earth","N64",1998,"Shooter","Hudson Entertainment",0.05,0.01,0,0,0.06
12318,"Polaris SnoCross","N64",2000,"Racing","Vatical Entertainment",0.05,0.01,0,0,0.06
12319,"Worms Blast","GC",2002,"Puzzle","Ubisoft",0.05,0.01,0,0,0.06
12320,"The Legend of Heroes VII: The Trail of Blue","PSV",2014,"Role-Playing","Nihon Falcom Corporation",0,0,0.06,0,0.06
12321,"BlazBlue: Chrono Phantasma Extend","XOne",2015,"Action","PQube",0.05,0.01,0,0.01,0.06
12322,"Smile PreCure! Let's Go! Marchen World","3DS",2012,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12323,"IHRA Professional Drag Racing 2005","XB",2004,"Racing","Bethesda Softworks",0.04,0.01,0,0,0.06
12324,"Tokyo Xtreme Racer Advance","GBA",2005,"Racing","Crave Entertainment",0.04,0.02,0,0,0.06
12325,"Destiny: The Collection","PS4",2016,"Shooter","Activision",0.01,0.04,0,0.01,0.06
12326,"Gun Showdown","PSP",2006,"Action","Activision",0.05,0.01,0,0.01,0.06
12327,"Showtime Championship Boxing","DS",2007,"Fighting","Zoo Digital Publishing",0.06,0,0,0,0.06
12328,"Syndicate","PC",1992,"Strategy","Electronic Arts",0,0.05,0,0.01,0.06
12329,"Digimon All-Star Rumble","X360",2014,"Fighting","Namco Bandai Games",0.04,0.01,0,0.01,0.06
12330,"Foster's Home for Imaginary Friends: Imagination Invaders","DS",2007,"Adventure","Midway Games",0.06,0,0,0,0.06
12331,"I Love Beauty: Hollywood Makeover","DS",2009,"Misc","City Interactive",0.06,0,0,0,0.06
12332,"Power Pro Success Legends","PSP",2010,"Sports","Konami Digital Entertainment",0,0,0.06,0,0.06
12333,"Rock Blast","DS",2008,"Puzzle","UFO Interactive",0.06,0,0,0,0.06
12334,"Pheasants Forever Wingshooter","Wii",2010,"Shooter","Unknown",0.03,0.02,0,0,0.06
12335,"Ivy the Kiwi?","Wii",2010,"Puzzle","Rising Star Games",0.04,0.02,0,0,0.06
12336,"Killer Loop","PS",1999,"Racing","Crave Entertainment",0.03,0.02,0,0,0.06
12337,"Cabela's Dangerous Hunts: Ultimate Challenge","PSP",2006,"Sports","Activision Value",0.06,0,0,0,0.06
12338,"Xiaolin Showdown","PSP",2006,"Action","Konami Digital Entertainment",0.05,0,0,0,0.06
12339,"Worldwide Soccer","SAT",1994,"Sports","Sega",0,0,0.06,0,0.06
12340,"Toriko: Gourmet Battle!","3DS",2013,"Role-Playing","Namco Bandai Games",0,0,0.06,0,0.06
12341,"Need for Speed: Shift","PC",2009,"Racing","Electronic Arts",0,0.05,0,0.01,0.06
12342,"Zoo Tycoon: Complete Collection","PC",2003,"Strategy","Microsoft Game Studios",0.03,0.02,0,0.01,0.06
12343,"Little League World Series Baseball 2008","DS",2008,"Sports","Activision",0.06,0,0,0,0.06
12344,"Commandos: Strike Force","PS2",2006,"Shooter","Eidos Interactive",0.03,0.02,0,0.01,0.06
12345,"Mobile Suit Gundam: Gundam vs. Zeta Gundam","PS2",2004,"Shooter","Namco Bandai Games",0.03,0.02,0,0.01,0.06
12346,"Darksiders II","XOne",2015,"Action","Nordic Games",0.03,0.02,0,0.01,0.06
12347,"Rapala Pro Fishing","GBA",2004,"Sports","Zoo Digital Publishing",0.04,0.02,0,0,0.06
12348,"Create","PC",2010,"Action","Electronic Arts",0.04,0.01,0,0.01,0.06
12349,"Guilty Gear X: Advance Edition","GBA",2002,"Fighting","Sammy Corporation",0.04,0.02,0,0,0.06
12350,"Impossible Mission","PSP",2007,"Platform","System 3 Arcade Software",0,0.04,0,0.02,0.06
12351,"Zoo Tycoon 2","PC",2004,"Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.06
12352,"Fate/Tiger Colosseum Upper","PSP",2008,"Fighting","Capcom",0,0,0.06,0,0.06
12353,"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe","DS",2009,"Misc","Rocket Company",0,0,0.06,0,0.06
12354,"Rooms: The Main Building","Wii",2010,"Adventure","Hudson Soft",0.06,0,0,0,0.06
12355,"Theresia...","DS",2008,"Adventure","Arc System Works",0.06,0,0,0,0.06
12356,"Pop Cutie! Street Fashion Simulation","DS",2008,"Simulation","Tecmo Koei",0.06,0,0,0,0.06
12357,"Top Gun: Hard Lock","X360",2012,"Action","505 Games",0.03,0.02,0,0,0.06
12358,"JoJo's Bizarre Adventure: All Star Battle","3DS",2012,"Fighting","Take-Two Interactive",0.06,0,0,0,0.06
12359,"Carol Vorderman's Sudoku","PSP",2006,"Puzzle","Xplosiv",0.05,0,0,0.01,0.06
12360,"Ford Racing 3","GBA",2005,"Racing","Zoo Digital Publishing",0.04,0.02,0,0,0.06
12361,"Genkai Tokki: Moero Crystal","PSV",2015,"Role-Playing","Compile Heart",0,0,0.06,0,0.06
12362,"PachiPara 13: Super Umi no Pachi-Pro Fuuunroku","PS2",2006,"Misc","Irem Software Engineering",0,0,0.06,0,0.06
12363,"Disney Planes Fire & Rescue","Wii",2014,"Action","Disney Interactive Studios",0,0.05,0,0,0.06
12364,"Attack on Titan (KOEI)","PS3",2016,"Action","Tecmo Koei",0,0,0.06,0,0.06
12365,"Satisfashion","DS",2010,"Misc","Destineer",0.06,0,0,0,0.06
12366,"World Soccer Winning Eleven 9 (US sales)","PSP",2005,"Sports","Konami Digital Entertainment",0.05,0,0,0,0.06
12367,"Winning Post 4 Maximum","PS2",2000,"Sports","Tecmo Koei",0,0,0.06,0,0.06
12368,"Oddworld: Munch's Oddysee","GBA",2003,"Platform","THQ",0.04,0.02,0,0,0.06
12369,"Match 3 Madness","DS",2010,"Puzzle","Foreign Media Games",0,0.05,0,0.01,0.06
12370,"Exhibition Volume 5","XB",2004,"Misc","Microsoft Game Studios",0.04,0.01,0,0,0.06
12371,"Record of Lodoss War: Eiyuu Sensou","SCD",1994,"Role-Playing","Sega",0,0,0.06,0,0.06
12372,"DuckTales: Remastered","WiiU",2013,"Action","Capcom",0.05,0,0,0,0.06
12373,"LEGO Batman: The Videogame","PC",2008,"Action","Warner Bros. Interactive Entertainment",0.02,0.03,0,0.01,0.06
12374,"Atelier Sophie: The Alchemist of the Mysterious Book","PSV",2015,"Role-Playing","Tecmo Koei",0,0,0.06,0,0.06
12375,"Starry ? Sky: In Summer","PSP",2010,"Misc","Asgard",0,0,0.06,0,0.06
12376,"Imagine: Resort Owner","DS",2010,"Strategy","Ubisoft",0.05,0,0,0,0.06
12377,"Pro Yakyuu Netsu Star 2007","PS2",2007,"Sports","Namco Bandai Games",0,0,0.06,0,0.06
12378,"Klonoa Beach Volleyball","PS",2002,"Sports","Namco Bandai Games",0.03,0.02,0,0,0.06
12379,"Melty Blood: Actress Again","PS2",2009,"Fighting","Ecole",0,0,0.06,0,0.06
12380,"TrackMania Turbo","XOne",2016,"Action","Ubisoft",0.02,0.03,0,0,0.06
12381,"Izuna 2: The Unemployed Ninja Returns","DS",2007,"Role-Playing","Success",0.05,0,0,0,0.06
12382,"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS",2005,"Action","Konami Digital Entertainment",0.05,0,0,0,0.06
12383,"Centipede: Infestation","Wii",2011,"Shooter","Atari",0.06,0,0,0,0.06
12384,"Mercury Meltdown","PSP",2006,"Action","Atari",0.05,0.01,0,0.01,0.06
12385,"SingStar Mallorca Party","PS3",2009,"Misc","Sony Computer Entertainment",0,0.04,0,0.02,0.06
12386,"3D Lemmings","PS",1995,"Puzzle","Psygnosis",0.03,0.02,0,0,0.06
12387,"Hi Hi Puffy AmiYumi: Kaznapped","GBA",2005,"Action","D3Publisher",0.04,0.02,0,0,0.06
12388,"FIFA Soccer 07","DS",2006,"Sports","Electronic Arts",0.05,0.01,0,0,0.06
12389,"Resident Evil - Code: Veronica X","GC",2003,"Action","Capcom",0.05,0.01,0,0,0.06
12390,"Broken Sword: The Shadow of the Templars","GBA",2002,"Adventure","BAM! Entertainment",0.04,0.02,0,0,0.06
12391,"Back to the Future: The Game","Wii",2011,"Adventure","Telltale Games",0.05,0,0,0,0.06
12392,"Summon Night 6: Lost Borders","PSV",2016,"Action","Namco Bandai Games",0,0,0.06,0,0.06
12393,"Tenchi Muyou! Ryoukouki Gokuraku","SAT",1995,"Adventure","Yumedia",0,0,0.06,0,0.06
12394,"Kelly Slater's Pro Surfer","GC",2002,"Sports","Activision",0.05,0.01,0,0,0.06
12395,"Jacqueline Wilson's Tracy Beaker: The Game","DS",2009,"Misc","P2 Games",0,0.05,0,0,0.06
12396,"Sacred 3","X360",2014,"Role-Playing","Deep Silver",0.03,0.03,0,0.01,0.06
12397,"I Am In The Movie","PSP",2012,"Simulation","Namco Bandai Games",0,0,0.06,0,0.06
12398,"Doraemon: Nobita no Uchuu Eiyuuki","3DS",2015,"Action","FuRyu",0,0,0.06,0,0.06
12399,"Trapt","PS2",2005,"Action","Tecmo Koei",0.03,0.02,0,0.01,0.06
12400,"Jewel Legends: Tree of Life","DS",2011,"Puzzle","Rising Star Games",0,0.05,0,0.01,0.06
12401,"Splat Renegade Paintball","XB",2005,"Sports","Take-Two Interactive",0.04,0.01,0,0,0.06
12402,"Zendoku","DS",2007,"Puzzle","Eidos Interactive",0.05,0,0,0,0.06
12403,"Metal Max 4: Gekkou no Diva","3DS",2013,"Role-Playing","Kadokawa Shoten",0,0,0.06,0,0.06
