"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Revenue"
14475,"Timeshock! Pro Pinball","PS",1998,"Misc","Empire Interactive",0.02,0.01,0,0,0.03,"0"
14476,"Max Payne","GBA",2003,"Shooter","Take-Two Interactive",0.02,0.01,0,0,0.03,"0"
14477,"D1 Professional Drift Grand Prix Series","PS2",2005,"Racing","Yuke's",0.01,0.01,0,0,0.03,"0"
14478,"Starry ? Sky: In Winter","PSP",2011,"Misc","Asgard",0,0,0.03,0,0.03,"0"
14479,"Little Bears","DS",2009,"Simulation","RTL",0.03,0,0,0,0.03,"0"
14480,"Rush Hour","PS",1997,"Misc","Psygnosis",0.02,0.01,0,0,0.03,"0"
14481,"Pro Cast Sports Fishing","XB",2003,"Sports","Capcom",0.02,0.01,0,0,0.03,"0"
14482,"Gintama: Banji Oku Chuubu!","Wii",2007,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14483,"Aegis of Earth: Protonovus Assault","PS3",2016,"Action","PQube",0.01,0.01,0,0,0.03,"0"
14484,"Saka Agari Hurricane Portable","PSP",2011,"Adventure","Alchemist",0,0,0.03,0,0.03,"0"
14485,"Negima!? Dream Tactic Yumemiru Otome Princess","PS2",2007,"Strategy","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14486,"King Arthur II","PC",2011,"Strategy","Paradox Interactive",0,0.02,0,0,0.03,"0"
14487,"Max Payne 2: The Fall of Max Payne","PC",2003,"Shooter","Take-Two Interactive",0,0.02,0,0,0.03,"0"
14488,"Dakar 2: The World's Ultimate Rally","GC",2003,"Racing","Acclaim Entertainment",0.02,0.01,0,0,0.03,"0"
14489,"NBA 2K7","XB",2006,"Sports","Take-Two Interactive",0.02,0.01,0,0,0.03,"0"
14490,"Auto Modellista","GC",2003,"Racing","Capcom",0.02,0.01,0,0,0.03,"0"
14491,"Jewel Match 2","DS",2012,"Puzzle","Easy Interactive",0,0.02,0,0,0.03,"0"
14492,"Hanayaka Kana, Ware ga Ichizoku Twin Pack","PSP",2011,"Misc","Idea Factory",0,0,0.03,0,0.03,"0"
14493,"MySims","PC",2008,"Simulation","Electronic Arts",0,0.02,0,0,0.03,"0"
14494,"Guild Wars: Nightfall","PC",2006,"Role-Playing","NCSoft",0,0.02,0,0.01,0.03,"0"
14495,"Greg Hastings' Tournament Paintball Max'd","GBA",2006,"Shooter","Activision",0.02,0.01,0,0,0.03,"0"
14496,"Dave Mirra Freestyle BMX 3","GBA",2002,"Sports","Acclaim Entertainment",0.02,0.01,0,0,0.03,"0"
14497,"My Animal Centre","Wii",2009,"Simulation","Deep Silver",0,0.02,0,0,0.03,"0"
14498,"Eco Creatures: Save The Forest","DS",2007,"Adventure","Rising Star Games",0.03,0,0,0,0.03,"0"
14499,"Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki","DS",2009,"Adventure","Creative Core",0,0,0.03,0,0.03,"0"
14500,"Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!","DS",2011,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14501,"Dragon Tamer: Sound Spirit","DS",2007,"Role-Playing","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14502,"Frogger: Ancient Shadow","XB",2005,"Platform","Konami Digital Entertainment",0.02,0.01,0,0,0.03,"0"
14503,"Pro Evolution Soccer 2017","XOne",2016,"Sports","Konami Digital Entertainment",0,0.02,0,0,0.03,"0"
14504,"La Pucelle: Ragnarok","PSP",2009,"Role-Playing","Nippon Ichi Software",0,0,0.03,0,0.03,"0"
14505,"Kiniro no Corda 2 f Encore","PSP",2009,"Role-Playing","Tecmo Koei",0,0,0.03,0,0.03,"0"
14506,"Darius II","SAT",1995,"Shooter","Taito",0,0,0.03,0,0.03,"0"
14507,"Jewel Quest 5: The Sleepless Star","DS",2012,"Action","Licensed 4U",0,0.02,0,0,0.03,"0"
14508,"RollerCoaster Tycoon 2: Triple Thrill Pack","PC",2003,"Strategy","Atari",0,0.02,0,0.01,0.03,"0"
14509,"Bleach: Soul Carnival 2","PSP",2009,"Fighting","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14510,"ParaParaParadise","PS2",2001,"Misc","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14511,"Tiger & Bunny: On-Air Jack!","PSP",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14512,"Pro Evolution Soccer 2012","3DS",2011,"Action","Konami Digital Entertainment",0.02,0,0,0,0.03,"0"
14513,"Eureka Seven AO: Jungfrau no Hanabanatachi","PS3",2012,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14514,"Warship Gunner 2","PS2",2006,"Simulation","Tecmo Koei",0.01,0.01,0,0,0.03,"0"
14515,"Gotcha Force","GC",2003,"Shooter","Capcom",0.01,0,0.01,0,0.03,"0"
14516,"The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","PS2",2007,"Fighting","Banpresto",0,0,0.03,0,0.03,"0"
14517,"Star Wars The Clone Wars: Republic Heroes","PC",2009,"Action","LucasArts",0,0.02,0,0,0.03,"0"
14518,"CID The Dummy","PSP",2009,"Platform","Oxygen Interactive",0.02,0,0,0,0.03,"0"
14519,"Xblaze: Lost Memories","PSV",2015,"Adventure","Arc System Works",0.02,0,0,0.01,0.03,"0"
14520,"DiRT Rally","PC",2016,"Racing","Codemasters",0,0.03,0,0,0.03,"0"
14521,"The Perfect Golf","PS",1995,"Sports","Seta Corporation",0,0,0.03,0,0.03,"0"
14522,"Let's Sing 2016","PS4",2015,"Action","FuRyu Corporation",0.02,0,0,0.01,0.03,"0"
14523,"Wrestle Kingdom","PS2",2006,"Fighting","Yuke's",0,0,0.03,0,0.03,"0"
14524,"Demon Driver: Time to Burn Rubber!","GBA",2003,"Racing","Ignition Entertainment",0.02,0.01,0,0,0.03,"0"
14525,"The Golf Club","XOne",2014,"Sports","Unknown",0.02,0,0,0,0.03,"0"
14526,"Bigfoot King of Crush","Wii",2011,"Racing","Zoo Games",0.02,0,0,0,0.03,"0"
14527,"Mojo!","XB",2003,"Puzzle","DreamCatcher Interactive",0.02,0.01,0,0,0.03,"0"
14528,"Infinite Stratos 2: Ignition Hearts","PS3",2014,"Adventure","5pb",0,0,0.03,0,0.03,"0"
14529,"Cabela's Big Game Hunter: Pro Hunts","X360",2014,"Shooter","Activision",0.02,0,0,0,0.03,"0"
14530,"Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~","PS2",2006,"Adventure","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14531,"Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku","3DS",2013,"Fighting","Arc System Works",0,0,0.03,0,0.03,"0"
14532,"The Sims 2: Bon Voyage","PC",2007,"Simulation","Electronic Arts",0.01,0.01,0,0,0.03,"0"
14533,"Buffy the Vampire Slayer: Chaos Bleeds","GC",2003,"Action","Vivendi Games",0.02,0.01,0,0,0.03,"0"
14534,"Clannad","X360",2008,"Adventure","Prototype",0,0,0.03,0,0.03,"0"
14535,"Brothers Conflict: Passion Pink","PSP",2012,"Action","Idea Factory",0,0,0.03,0,0.03,"0"
14536,"Kuryuu Youma Gakuenki Recharge","PS2",2006,"Adventure","Atlus",0,0,0.03,0,0.03,"0"
14537,"My Frogger: Toy Trials","DS",2006,"Action","Konami Digital Entertainment",0.02,0,0,0,0.03,"0"
14538,"Jet Grind Radio","GBA",2003,"Action","Sega",0.02,0.01,0,0,0.03,"0"
14539,"Farm Frenzy 3","DS",2011,"Strategy","Unknown",0,0.02,0,0,0.03,"0"
14540,"Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!","DS",2009,"Action","Russel",0,0,0.03,0,0.03,"0"
14541,"3DS Classic Collection","3DS",2016,"Misc","Sega",0.02,0,0,0,0.03,"0"
14542,"Baldur's Gate: Dark Alliance","GBA",2004,"Role-Playing","Destination Software, Inc",0.02,0.01,0,0,0.03,"0"
14543,"GRID Autosport","PC",2014,"Racing","Codemasters",0,0.02,0,0,0.03,"0"
14544,"The Adventures of Lomax","PS",1996,"Platform","Psygnosis",0.01,0.01,0,0,0.03,"0"
14545,"Neverwinter Nights Diamond","PC",2004,"Role-Playing","Atari",0,0.02,0,0,0.03,"0"
14546,"Divinity II: Flames of Vengeance","PC",2010,"Role-Playing","DTP Entertainment",0,0.02,0,0.01,0.03,"0"
14547,"Under the Skin","PS2",2004,"Action","Capcom",0.01,0.01,0,0,0.03,"0"
14548,"Battlefield 2142","PC",2006,"Shooter","Electronic Arts",0,0.02,0,0,0.03,"0"
14549,"Kabu Trader Shun","DS",2007,"Action","Capcom",0,0,0.03,0,0.03,"0"
14550,"Air Conflicts: Secret Wars","PC",2011,"Simulation","bitComposer Games",0,0.02,0,0.01,0.03,"0"
14551,"Poy Poy","PS",1997,"Action","Konami Digital Entertainment",0.01,0.01,0,0,0.03,"0"
14552,"Hermie Hopperhead: Scrap Panic","PS",1995,"Platform","Sony Computer Entertainment",0,0,0.02,0,0.03,"0"
14553,"Lost Planet 2","PC",2010,"Shooter","Capcom",0,0.02,0,0.01,0.03,"0"
14554,"NHL 07","XB",2006,"Sports","Electronic Arts",0.02,0.01,0,0,0.03,"0"
14555,"DrumMania 7th Mix","PS2",2001,"Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14556,"Runabout 3: Neo Age","PS2",2002,"Racing","BAM! Entertainment",0,0,0.03,0,0.03,"0"
14557,"AMNESIA World","PSV",2014,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14558,"Captain Morgane and the Golden Turtle","PS3",2012,"Adventure","Reef Entertainment",0,0.02,0,0.01,0.03,"0"
14559,"Bully: Scholarship Edition","PC",2008,"Action","Take-Two Interactive",0,0.02,0,0,0.03,"0"
14560,"My Ballet Studio","Wii",2009,"Simulation","505 Games",0.02,0,0,0,0.03,"0"
14561,"Guild Wars","PC",2005,"Role-Playing","NCSoft",0.02,0,0,0,0.03,"0"
14562,"Clannad: Mitsumi Mamoru Sakamichi de - Gekan","PSP",2010,"Adventure","Prototype",0,0,0.03,0,0.03,"0"
14563,"Archer Maclean Presents: Pool Paradise","GC",2004,"Sports","Ignition Entertainment",0.02,0.01,0,0,0.03,"0"
14564,"Sengoku Efuda Yuugi: Hototogisu Tairan","PSP",2010,"Strategy","Irem Software Engineering",0,0,0.03,0,0.03,"0"
14565,"Battlezone","PSP",2006,"Shooter","Atari",0.02,0,0,0,0.03,"0"
14566,"Ookiku Furikabutte: Honto no Ace ni Nareru kamo","DS",2007,"Sports","Marvelous Interactive",0,0,0.03,0,0.03,"0"
14567,"Medal of Honor: Vanguard","PS2",2007,"Shooter","Electronic Arts",0,0,0.03,0,0.03,"0"
14568,"Touch Shot! Love Application","PS3",2012,"Adventure","Compile Heart",0,0,0.03,0,0.03,"0"
14569,"Nanotek Warrior","PS",1997,"Shooter","Virgin Interactive",0.01,0.01,0,0,0.03,"0"
14570,"Galileo","DS",2008,"Adventure","D3Publisher",0,0,0.03,0,0.03,"0"
14571,"Cake Mania: Baker's Challenge","PS2",2008,"Puzzle","Destineer",0.01,0.01,0,0,0.03,"0"
14572,"Captain Tsubasa J: The Way to World Youth","SNES",1995,"Sports","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14573,"Super Monkey Ball Adventure","PS2",2006,"Platform","Sega",0.01,0.01,0,0,0.03,"0"
14574,"Alien Breed Trilogy","X360",2011,"Shooter","Mastertronic",0,0.02,0,0,0.03,"0"
14575,"Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku","PSV",2015,"Simulation","FuRyu",0,0,0.03,0,0.03,"0"
14576,"Sengoku Basara: Sanada Yukimura-Den","PS4",2016,"Action","Capcom",0,0,0.03,0,0.03,"0"
14577,"CID The Dummy","Wii",2009,"Platform","Oxygen Interactive",0.02,0,0,0,0.03,"0"
14578,"Kisuato","PSV",2015,"Adventure","TGL",0,0,0.03,0,0.03,"0"
14579,"Madden NFL 07","GBA",2006,"Sports","Electronic Arts",0.02,0.01,0,0,0.03,"0"
14580,"Renegade Racers","PS",1999,"Racing","Interplay",0.01,0.01,0,0,0.03,"0"
14581,"The Legend of Korra (3DS)","3DS",2014,"Strategy","Activision",0.02,0,0,0,0.03,"0"
14582,"AniMates!","DS",2007,"Simulation","Lexicon Entertainment",0.02,0,0,0,0.03,"0"
14583,"Monster High 13 Wishes","WiiU",2013,"Action","Little Orbit",0.02,0,0,0,0.03,"0"
14584,"Franklin the Turtle","GBA",2005,"Misc","Game Factory",0.02,0.01,0,0,0.03,"0"
14585,"Steins;Gate 0","PS3",2015,"Adventure","5pb",0,0,0.03,0,0.03,"0"
14586,"Catan","DS",2009,"Strategy","CDV Software Entertainment",0,0.02,0,0,0.03,"0"
14587,"Backyard NFL Football","Wii",2007,"Sports","Atari",0.02,0,0,0,0.03,"0"
14588,"Captain Morgane and the Golden Turtle","PC",2012,"Adventure","Reef Entertainment",0,0.02,0,0,0.03,"0"
14589,"Gauntlet / Rampart","GBA",2005,"Misc","Zoo Digital Publishing",0.02,0.01,0,0,0.03,"0"
14590,"Age of Empires III: Gold Edition","PC",2007,"Strategy","Microsoft Game Studios",0,0.02,0,0.01,0.03,"0"
14591,"Let's Play Ballerina","Wii",2010,"Sports","Deep Silver",0.02,0,0,0,0.03,"0"
14592,"Disney Planes Fire & Rescue","WiiU",2014,"Action","Disney Interactive Studios",0.01,0.01,0,0,0.03,"0"
14593,"Dream Girl Premier","3DS",2015,"Misc","Alchemist",0,0,0.03,0,0.03,"0"
14594,"River King: Wonderful Journey","PS2",2005,"Sports","505 Games",0.01,0.01,0,0,0.03,"0"
14595,"Senran Kagura: Bon Appétit!","PSV",2014,"Misc","Marvelous Entertainment",0,0,0.03,0,0.03,"0"
14596,"Ducati Moto","DS",2008,"Racing","Vir2L Studios",0.02,0,0,0,0.03,"0"
14597,"Justice League Heroes: The Flash","GBA",2006,"Action","Eidos Interactive",0.02,0.01,0,0,0.03,"0"
14598,"Pop Cutie! Street Fashion Simulation (JP sales)","DS",2008,"Simulation","Tecmo Koei",0,0,0.03,0,0.03,"0"
14599,"The Peanuts Movie: Snoopy's Grand Adventure","PS4",2015,"Action","Activision",0,0.02,0,0,0.03,"0"
14600,"Kawasaki Snowmobiles","Wii",2008,"Racing","Metro 3D",0.02,0,0,0,0.03,"0"
14601,"Dungeon Siege II","PC",2005,"Role-Playing","Microsoft Game Studios",0,0.02,0,0,0.03,"0"
14602,"Bae Yong-joon to Manabu Kankokugo DS","DS",2009,"Misc","D3Publisher",0,0,0.03,0,0.03,"0"
14603,"World War II Combat: Road To Berlin","XB",2006,"Shooter","Groove Games",0.02,0.01,0,0,0.03,"0"
14604,"Metal Saga","PS2",2005,"Role-Playing","Success",0.01,0.01,0,0,0.03,"0"
14605,"Imagine: Sweet 16","DS",2010,"Simulation","Ubisoft",0.02,0,0,0,0.03,"0"
14606,"SWAT 4","PC",2005,"Shooter","Vivendi Games",0,0.02,0,0,0.03,"0"
14607,"Last Escort 2: Shinya no Amai Toge","PS2",2008,"Adventure","D3Publisher",0,0,0.03,0,0.03,"0"
14608,"Pop'n Music 13 Carnival","PS2",2006,"Simulation","Konami Digital Entertainment",0,0,0.03,0,0.03,"0"
14609,"Magicka Collection","PC",2011,"Adventure","Unknown",0,0.02,0,0,0.03,"0"
14610,"Bookworm","GBA",2004,"Puzzle","Unknown",0.02,0.01,0,0,0.03,"0"
14611,"Tokushu Houdoubu","PSV",2012,"Adventure","Nippon Ichi Software",0,0,0.03,0,0.03,"0"
14612,"Terraria","WiiU",2016,"Action","505 Games",0,0.02,0,0,0.03,"0"
14613,"My DoItAll","DS",2009,"Misc","Tomy Corporation",0.02,0,0,0,0.03,"0"
14614,"Shakugan no Shana","PS2",2006,"Adventure","Media Works",0,0,0.03,0,0.03,"0"
14615,"Monster Mayhem: Build and Battle","Wii",2009,"Simulation","Zushi Games",0.02,0,0,0,0.03,"0"
14616,"I Heart Geeks","DS",2011,"Puzzle","CDV Software Entertainment",0.02,0,0,0,0.03,"0"
14617,"Hokuto no Ken: Hokuto Shinken Denshousha no Michi","DS",2008,"Action","Spike",0,0,0.03,0,0.03,"0"
14618,"The Lord of the Rings: Conquest","PC",2009,"Action","Electronic Arts",0,0.02,0,0,0.03,"0"
14619,"Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku","PSP",2011,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14620,"Little Busters! Converted Edition","PSV",2012,"Action","Prototype",0,0,0.03,0,0.03,"0"
14621,"Hankou Shashin","SAT",1996,"Adventure","Imagineer",0,0,0.03,0,0.03,"0"
14622,"MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All","PSV",2015,"Role-Playing","Idea Factory",0,0.01,0.01,0,0.03,"0"
14623,"Marker Man Adventures","DS",2009,"Platform","Majesco Entertainment",0.02,0,0,0,0.03,"0"
14624,"Capcom Digital Collection","X360",2012,"Action","Capcom",0.02,0.01,0,0,0.03,"0"
14625,"Pro Yakyuu Family Stadium","Wii",2008,"Sports","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14626,"Open Season","PS2",2006,"Platform","Ubisoft",0.01,0.01,0,0,0.03,"0"
14627,"Monster Hunter Frontier Online: Forward 2","X360",2011,"Role-Playing","Capcom",0,0,0.03,0,0.03,"0"
14628,"Moyashimon DS","DS",2009,"Action","Takara Tomy",0,0,0.03,0,0.03,"0"
14629,"A Ressha de Gyoukou 2001","PS2",2001,"Simulation","ArtDink",0,0,0.03,0,0.03,"0"
14630,"Diabolik Lovers: Lunatic Parade","PSV",2016,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14631,"Let's Dance with Mel B","Wii",2011,"Sports","Black Bean Games",0,0.02,0,0,0.03,"0"
14632,"Battlestations: Pacific","PC",2009,"Strategy","Eidos Interactive",0,0.02,0,0,0.03,"0"
14633,"Neverwinter Nights 2","PC",2006,"Role-Playing","Atari",0,0.02,0,0,0.03,"0"
14634,"Starry ? Sky: In Autumn","PSP",2010,"Misc","Asgard",0,0,0.03,0,0.03,"0"
14635,"Battlefield 1942","PC",2002,"Shooter","Electronic Arts",0.01,0.01,0,0,0.03,"0"
14636,"Back to the Future: The Game","X360",2015,"Adventure","Telltale Games",0.02,0.01,0,0,0.03,"0"
14637,"Pitball","PS",1996,"Sports","Time Warner Interactive",0.01,0.01,0,0,0.03,"0"
14638,"X-Men Origins: Wolverine - Uncaged Edition","PC",2009,"Action","Activision",0.02,0,0,0,0.03,"0"
14639,"D.C. III: Da Capo III","PSP",2013,"Adventure","Kadokawa Games",0,0,0.03,0,0.03,"0"
14640,"Judge Dredd: Dredd Vs Death","PS2",2003,"Shooter","BAM! Entertainment",0.01,0.01,0,0,0.03,"0"
14641,"Ocean Commander","Wii",2009,"Simulation","Valcon Games",0.02,0,0,0,0.03,"0"
14642,"Drome Racers","GBA",2003,"Racing","THQ",0.02,0.01,0,0,0.03,"0"
14643,"Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue","PSP",2012,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14644,"God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2","PS4",2015,"Misc","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14645,"Tank Beat","DS",2006,"Strategy","Midas Interactive Entertainment",0.01,0.01,0,0,0.03,"0"
14646,"LEGO Pirates of the Caribbean: The Video Game","PC",2011,"Action","Disney Interactive Studios",0.02,0,0,0,0.03,"0"
14647,"Turbo: Super Stunt Squad","WiiU",2013,"Sports","D3Publisher",0,0.02,0,0,0.03,"0"
14648,"Jurassic Park: Operation Genesis","PC",2003,"Simulation","Vivendi Games",0,0.02,0,0,0.03,"0"
14649,"The Peanuts Movie: Snoopy's Grand Adventure","X360",2015,"Action","Activision",0,0.02,0,0,0.03,"0"
14650,"Tenkaichi * Sengoku Lovers","DS",2010,"Adventure","Rocket Company",0,0,0.03,0,0.03,"0"
14651,"Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi","PS3",2013,"Misc","Paon Corporation",0,0,0.03,0,0.03,"0"
14652,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2","PS2",2007,"Misc","Sega",0,0,0.03,0,0.03,"0"
14653,"Bode Miller Alpine Skiing","PS2",2006,"Sports","Valcon Games",0.01,0.01,0,0,0.03,"0"
14654,"Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu","GBA",2006,"Role-Playing","Marvelous Interactive",0,0,0.02,0,0.03,"0"
14655,"R-Type Delta","PS",1998,"Shooter","Irem Software Engineering",0.01,0.01,0,0,0.03,"0"
14656,"Angelique: Maren no Rokukishi","PSP",2011,"Adventure","Idea Factory",0,0,0.03,0,0.03,"0"
14657,"Soul Eater: Battle Resonance","PSP",2009,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14658,"Psycho-Pass: Mandatory Happiness","PS4",2016,"Adventure","Nippon Ichi Software",0.02,0,0,0,0.03,"0"
14659,"Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki","DS",2008,"Misc","D3Publisher",0,0,0.03,0,0.03,"0"
14660,"The Great Battle Gaiden 2: Matsuri da Wasshoi","SNES",1994,"Action","Banpresto",0,0,0.03,0,0.03,"0"
14661,"Napoleon Dynamite: The Game","DS",2007,"Puzzle","Crave Entertainment",0.02,0,0,0,0.03,"0"
14662,"Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku","DS",2008,"Simulation","Broccoli",0,0,0.03,0,0.03,"0"
14663,"Rock 'N' Roll Adventures","Wii",2007,"Platform","Popcorn Arcade",0.02,0,0,0,0.03,"0"
14664,"War Gods","PS",1996,"Fighting","GT Interactive",0.01,0.01,0,0,0.03,"0"
14665,"Evangelion: Jo","PS2",2009,"Action","Namco Bandai Games",0,0,0.03,0,0.03,"0"
14666,"Doki Oki","PS",1995,"Adventure","Banpresto",0,0,0.02,0,0.03,"0"
14667,"Gakuen Alice: WakuWaku * Happy Friends","DS",2007,"Adventure","Kids Station",0,0,0.03,0,0.03,"0"
14668,"Kyokugen Dasshutsu ADV: Zennin Shiboudesu","PSV",2012,"Adventure","ChunSoft",0,0,0.03,0,0.03,"0"
14669,"Konohana 2: Todoke Kanai Requiem","PS2",2002,"Adventure","Success",0,0,0.03,0,0.03,"0"
14670,"Derby Time 2006","PSP",2006,"Sports","Sony Computer Entertainment",0,0,0.03,0,0.03,"0"
14671,"Yuusha Shisu.","PSV",2016,"Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02,"0"
14672,"Monster Mayhem: Build and Battle","DS",2009,"Simulation","Zushi Games",0.02,0,0,0,0.02,"0"
14673,"Senjou no Waltz","PSV",2014,"Adventure","Idea Factory",0,0,0.02,0,0.02,"0"
14674,"Chuck E. Cheese's Sports Games","Wii",2011,"Sports","UFO Interactive",0.02,0,0,0,0.02,"0"
14675,"Ghostbusters (2016)","XOne",2016,"Action","Activision",0.02,0,0,0,0.02,"0"
14676,"Stronghold 2 Deluxe","PC",2005,"Strategy","Take-Two Interactive",0,0.02,0,0,0.02,"0"
14677,"MAPLUS: Portable Navi 3","PSP",2009,"Misc","Edia",0,0,0.02,0,0.02,"0"
14678,"DEATH NOTE: L o Tsugu Mono","DS",2007,"Adventure","Konami Digital Entertainment",0,0,0.02,0,0.02,"0"
14679,"ZooCube","GC",2002,"Puzzle","Acclaim Entertainment",0.02,0,0,0,0.02,"0"
14680,"Puppet Show 3: Lost Town","PC",2011,"Puzzle","Focus Home Interactive",0,0.02,0,0,0.02,"0"
14681,"Star Wars: Empire at War - Forces of Corruption","PC",2006,"Strategy","LucasArts",0,0.02,0,0,0.02,"0"
14682,"Spy Hunter / Super Sprint","GBA",2005,"Racing","Zoo Digital Publishing",0.02,0.01,0,0,0.02,"0"
14683,"Otometeki Koi Kakumei * Love Revo! Portable","PSP",2010,"Adventure","Idea Factory",0,0,0.02,0,0.02,"0"
14684,"Clover no Kuni no Alice: Wonderful Wonder World","PS2",2010,"Adventure","Prototype",0,0,0.02,0,0.02,"0"
14685,"Room Zoom: Race for Impact","XB",2004,"Racing","Jaleco",0.02,0.01,0,0,0.02,"0"
14686,"Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru","PSV",2013,"Adventure","5pb",0,0,0.02,0,0.02,"0"
14687,"Ghost Pirates of Vooju Island","PC",2009,"Adventure","DTP Entertainment",0,0.02,0,0,0.02,"0"
14688,"America Oudan Ultra-Quiz","SAT",1995,"Misc","Victor Interactive",0,0,0.02,0,0.02,"0"
14689,"DoDonPachi Dai-Oujou: Black Label Extra","X360",2009,"Shooter","5pb",0,0,0.02,0,0.02,"0"
14690,"Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!","DS",2009,"Misc","PlayV",0,0.02,0,0,0.02,"0"
14691,"ParaWorld","PC",2006,"Strategy","Deep Silver",0,0.02,0,0,0.02,"0"
14692,"Tropico Reloaded","PC",2009,"Strategy","Kalypso Media",0,0.02,0,0,0.02,"0"
14693,"Shinseiki Evangelion: Battle Orchestra","PS2",2007,"Fighting","Broccoli",0,0,0.02,0,0.02,"0"
14694,"Pharaoh","PC",1998,"Strategy","Vivendi Games",0,0.02,0,0,0.02,"0"
14695,"Vampire Mansion: Linda Hyde","DS",2011,"Adventure","Unknown",0,0.02,0,0,0.02,"0"
14696,"Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival","DS",2008,"Action","Namco Bandai Games",0,0,0.02,0,0.02,"0"
14697,"Battlefield 2: Modern Combat(JP sales)","PS2",2005,"Shooter","Electronic Arts",0,0,0.02,0,0.02,"0"
14698,"The Idolmaster: Gravure For You! Vol.7","PS3",2012,"Action","Namco Bandai Games",0,0,0.02,0,0.02,"0"
14699,"Stake: Fortune Fighters","XB",2003,"Fighting","Metro 3D",0.02,0.01,0,0,0.02,"0"
14700,"Serious Sam Advance","GBA",2004,"Shooter","Global Star",0.02,0.01,0,0,0.02,"0"
14701,"The Settlers: Rise of an Empire","PC",2007,"Strategy","Ubisoft",0.01,0.01,0,0,0.02,"0"
14702,"Let's Play Garden","Wii",2010,"Simulation","Deep Silver",0.02,0,0,0,0.02,"0"
14703,"Pop'n Music 12 Iroha","PS2",2006,"Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02,"0"
14704,"BeatMania IIDX 11: IIDX Red","PS2",2006,"Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02,"0"
14705,"Warhammer Online: Age of Reckoning","PC",2008,"Role-Playing","GOA",0,0.02,0,0,0.02,"0"
14706,"Jikkyou Powerful Pro Yakyuu 12 Ketteiban","GC",2005,"Sports","Konami Digital Entertainment",0,0,0.02,0,0.02,"0"
